barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-14-2554-10A-01D-0785-04	6	29962849	30045533	11	0.3564
TCGA-14-2554-10A-01D-0785-04	6	30053354	32558677	381	-0.0041
TCGA-14-2554-10A-01D-0785-04	6	32567382	32567382	1	NA
TCGA-14-2554-10A-01D-0785-04	6	32586131	32600962	3	-2.2247
TCGA-14-2554-10A-01D-0785-04	6	32605300	78983276	3541	-0.0083
TCGA-14-2554-10A-01D-0785-04	6	79035891	79079988	3	-0.8577
TCGA-14-2554-10A-01D-0785-04	6	79101978	165640218	6281	-0.0046
TCGA-14-2554-10A-01D-0785-04	6	165645537	165650610	2	0.9493
TCGA-14-2554-10A-01D-0785-04	6	165657596	170867396	471	0.0157
TCGA-14-2554-10A-01D-0785-04	7	140213	17015875	1477	-0.0052
TCGA-14-2554-10A-01D-0785-04	7	17040862	17220643	8	0.4964
TCGA-14-2554-10A-01D-0785-04	7	17266530	142152205	10157	-0.0019
TCGA-14-2554-10A-01D-0785-04	7	142159154	142171618	4	0.8993
TCGA-14-2554-10A-01D-0785-04	7	142178220	158811268	1595	-4e-04
TCGA-14-2554-10A-01D-0785-04	8	63810	6929691	626	-0.0017
TCGA-14-2554-10A-01D-0785-04	8	7040596	8132139	10	-0.3953
TCGA-14-2554-10A-01D-0785-04	8	8140070	39356595	2534	-3e-04
TCGA-14-2554-10A-01D-0785-04	8	39363050	39363050	1	NA
TCGA-14-2554-10A-01D-0785-04	8	39368509	39488281	15	-0.3388
TCGA-14-2554-10A-01D-0785-04	8	39493887	137737806	6929	-2e-04
TCGA-14-2554-10A-01D-0785-04	8	137762418	137919308	7	-0.8997
TCGA-14-2554-10A-01D-0785-04	8	137952089	137952089	1	NA
TCGA-14-2554-10A-01D-0785-04	8	137970939	145028185	676	0.0248
TCGA-14-2554-10A-01D-0785-04	8	145035261	145106811	11	-0.3434
TCGA-14-2554-10A-01D-0785-04	8	145110966	146264846	150	0.0033
TCGA-14-2554-10A-01D-0785-04	9	153131	140241876	9403	-8e-04
