barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-28-1747-01C-01D-0785-04	14	106028936	106349756	38	-0.0802
TCGA-28-1747-01C-01D-0785-04	15	18362555	18790589	12	-0.0412
TCGA-28-1747-01C-01D-0785-04	15	18810004	20079935	64	0.5319
TCGA-28-1747-01C-01D-0785-04	15	20220416	29809025	711	-0.0199
TCGA-28-1747-01C-01D-0785-04	15	29818304	29852292	3	-0.7322
TCGA-28-1747-01C-01D-0785-04	15	29864240	30718720	45	-0.0053
TCGA-28-1747-01C-01D-0785-04	15	30722915	30911519	30	-0.5128
TCGA-28-1747-01C-01D-0785-04	15	30918305	89135020	6145	-0.0048
TCGA-28-1747-01C-01D-0785-04	15	89142441	89168901	5	-0.6076
TCGA-28-1747-01C-01D-0785-04	15	89184954	89184954	1	NA
TCGA-28-1747-01C-01D-0785-04	15	89197342	95606006	493	-0.0171
TCGA-28-1747-01C-01D-0785-04	15	95616750	95632390	2	-0.9498
TCGA-28-1747-01C-01D-0785-04	15	95658438	100282819	497	-0.0042
TCGA-28-1747-01C-01D-0785-04	16	28087	31862577	2976	-0.0038
TCGA-28-1747-01C-01D-0785-04	16	31958973	34605030	66	-0.297
TCGA-28-1747-01C-01D-0785-04	16	34634686	45577286	78	0.0263
TCGA-28-1747-01C-01D-0785-04	16	45607524	46171752	53	-0.6318
TCGA-28-1747-01C-01D-0785-04	16	46179134	46251853	8	-0.8971
TCGA-28-1747-01C-01D-0785-04	16	46260680	47610756	92	-0.628
TCGA-28-1747-01C-01D-0785-04	16	47641974	47717059	3	-0.0295
TCGA-28-1747-01C-01D-0785-04	16	47761263	54343465	470	-0.6515
TCGA-28-1747-01C-01D-0785-04	16	54354643	54379834	5	-1.7246
TCGA-28-1747-01C-01D-0785-04	16	54390012	54422612	5	-0.0841
TCGA-28-1747-01C-01D-0785-04	16	54437553	57659406	362	-0.6423
TCGA-28-1747-01C-01D-0785-04	16	57672260	58601437	41	-1.9842
TCGA-28-1747-01C-01D-0785-04	16	58622515	58976609	15	-0.6589
TCGA-28-1747-01C-01D-0785-04	16	59001618	59554957	18	-2.0214
TCGA-28-1747-01C-01D-0785-04	16	59617291	60102102	15	-0.6736
TCGA-28-1747-01C-01D-0785-04	16	60123378	88690571	2587	-0.0022
TCGA-28-1747-01C-01D-0785-04	17	29169	41515622	4249	8e-04
TCGA-28-1747-01C-01D-0785-04	17	41521544	42049540	19	-0.4658
TCGA-28-1747-01C-01D-0785-04	17	42142363	78653545	3389	5e-04
TCGA-28-1747-01C-01D-0785-04	18	4316	76110964	5774	0.0114
TCGA-28-1747-01C-01D-0785-04	19	64418	40539029	3182	-0.0129
TCGA-28-1747-01C-01D-0785-04	19	40543992	40556205	3	-0.7929
TCGA-28-1747-01C-01D-0785-04	19	40562762	63784327	2792	-0.012
TCGA-28-1747-01C-01D-0785-04	2	20341	107270254	7992	0.0112
TCGA-28-1747-01C-01D-0785-04	2	107287509	107605452	15	-0.6987
TCGA-28-1747-01C-01D-0785-04	2	107638487	107807956	9	0.0118
TCGA-28-1747-01C-01D-0785-04	2	107907010	108850705	88	-0.6297
TCGA-28-1747-01C-01D-0785-04	2	108861948	108999968	15	0.0168
TCGA-28-1747-01C-01D-0785-04	2	109035040	110199004	51	-0.6506
TCGA-28-1747-01C-01D-0785-04	2	110206301	242717016	10364	0.0121
TCGA-28-1747-01C-01D-0785-04	20	8747	62379059	5331	0.0027
TCGA-28-1747-01C-01D-0785-04	21	9896630	28763428	1079	-0.0052
TCGA-28-1747-01C-01D-0785-04	21	28775542	30357679	167	-0.6757
TCGA-28-1747-01C-01D-0785-04	21	30384671	46914686	2116	-0.0097
TCGA-28-1747-01C-01D-0785-04	22	14504218	28465274	1439	-0.0084
TCGA-28-1747-01C-01D-0785-04	22	28473177	28481680	3	0.8947
TCGA-28-1747-01C-01D-0785-04	22	28485374	41241786	1649	-0.0063
TCGA-28-1747-01C-01D-0785-04	22	41248173	41299025	9	0.4389
TCGA-28-1747-01C-01D-0785-04	22	41303616	49565816	979	-0.0207
TCGA-28-1747-01C-01D-0785-04	23	2710316	153127027	10770	0.0491
TCGA-28-1747-01C-01D-0785-04	23	153158679	153158822	2	-0.9154
TCGA-28-1747-01C-01D-0785-04	23	153176364	154582414	166	0.0352
TCGA-28-1747-01C-01D-0785-04	24	2710450	57440809	1293	0.0158
TCGA-28-1747-01C-01D-0785-04	3	39066	129858677	10240	0.0063
TCGA-28-1747-01C-01D-0785-04	3	129872915	129883615	2	-1.0214
TCGA-28-1747-01C-01D-0785-04	3	129903593	163987457	2714	0.0206
TCGA-28-1747-01C-01D-0785-04	3	163997228	164101776	8	0.9321
TCGA-28-1747-01C-01D-0785-04	3	164112873	199329592	2921	0.0102
TCGA-28-1747-01C-01D-0785-04	3	199379566	199379566	1	NA
TCGA-28-1747-01C-01D-0785-04	4	41413	68905670	4501	0.0042
TCGA-28-1747-01C-01D-0785-04	4	69057735	69165814	11	0.522
TCGA-28-1747-01C-01D-0785-04	4	69643272	188105649	8612	0.0115
TCGA-28-1747-01C-01D-0785-04	4	188116287	188131744	2	0.8292
TCGA-28-1747-01C-01D-0785-04	4	188142876	191173837	227	0.0012
TCGA-28-1747-01C-01D-0785-04	5	75149	91958246	6267	0.0094
TCGA-28-1747-01C-01D-0785-04	5	91977080	92687040	26	-0.6363
TCGA-28-1747-01C-01D-0785-04	5	92719301	117533932	1618	0.0126
TCGA-28-1747-01C-01D-0785-04	5	117561703	118285838	43	-0.6573
TCGA-28-1747-01C-01D-0785-04	5	118292287	139991499	1832	0.0132
TCGA-28-1747-01C-01D-0785-04	5	139997037	140004294	2	0.6787
TCGA-28-1747-01C-01D-0785-04	5	140006823	180644810	3456	0.0233
TCGA-28-1747-01C-01D-0785-04	6	97634	174815	7	0.0228
TCGA-28-1747-01C-01D-0785-04	6	204528	320890	12	-1.0027
TCGA-28-1747-01C-01D-0785-04	6	334423	29950805	2552	0.0105
TCGA-28-1747-01C-01D-0785-04	6	29962849	30021894	7	0.464
TCGA-28-1747-01C-01D-0785-04	6	30026699	32519935	384	-0.0027
TCGA-28-1747-01C-01D-0785-04	6	32558677	32629848	7	-2.2002
TCGA-28-1747-01C-01D-0785-04	6	32634044	32728487	11	-0.2374
TCGA-28-1747-01C-01D-0785-04	6	32732764	136993486	7580	0.0116
TCGA-28-1747-01C-01D-0785-04	6	137005383	170867396	2705	-0.647
TCGA-28-1747-01C-01D-0785-04	7	140213	21506073	1779	0.0138
TCGA-28-1747-01C-01D-0785-04	7	21517390	21737446	26	0.4318
TCGA-28-1747-01C-01D-0785-04	7	21744986	21744986	1	NA
TCGA-28-1747-01C-01D-0785-04	7	21750585	21888451	15	0.0655
TCGA-28-1747-01C-01D-0785-04	7	21900877	22039600	10	0.5358
TCGA-28-1747-01C-01D-0785-04	7	22064640	22352583	26	0.009
TCGA-28-1747-01C-01D-0785-04	7	22373550	22561013	14	0.4291
TCGA-28-1747-01C-01D-0785-04	7	22576100	23272601	73	0.0049
TCGA-28-1747-01C-01D-0785-04	7	23280890	23365245	11	0.4859
TCGA-28-1747-01C-01D-0785-04	7	23375773	38262701	1383	0.0248
TCGA-28-1747-01C-01D-0785-04	7	38270942	38312900	9	0.3847
TCGA-28-1747-01C-01D-0785-04	7	38318910	46813535	724	0.0123
TCGA-28-1747-01C-01D-0785-04	7	46856275	47798854	68	-0.603
TCGA-28-1747-01C-01D-0785-04	7	47809805	48135497	40	-0.054
TCGA-28-1747-01C-01D-0785-04	7	48164199	48294641	11	-0.5675
TCGA-28-1747-01C-01D-0785-04	7	48300559	49852943	120	-0.0159
TCGA-28-1747-01C-01D-0785-04	7	49858983	49914627	8	0.6116
TCGA-28-1747-01C-01D-0785-04	7	49922341	50332222	37	0.0425
TCGA-28-1747-01C-01D-0785-04	7	50337975	50860097	54	0.4952
TCGA-28-1747-01C-01D-0785-04	7	50905790	54705682	166	0.0249
TCGA-28-1747-01C-01D-0785-04	7	54725577	54725577	1	NA
TCGA-28-1747-01C-01D-0785-04	7	54752166	55447113	55	3.4153
TCGA-28-1747-01C-01D-0785-04	7	55458266	55566190	13	2.1669
TCGA-28-1747-01C-01D-0785-04	7	55573601	55641775	8	2.603
TCGA-28-1747-01C-01D-0785-04	7	55680713	55840344	12	1.6771
TCGA-28-1747-01C-01D-0785-04	7	55846473	56351927	52	2.7881
TCGA-28-1747-01C-01D-0785-04	7	56444418	56514778	8	0.16
TCGA-28-1747-01C-01D-0785-04	7	56520066	56531575	3	1.0826
TCGA-28-1747-01C-01D-0785-04	7	56534334	56534334	1	NA
TCGA-28-1747-01C-01D-0785-04	7	56539517	57071686	28	0.0288
TCGA-28-1747-01C-01D-0785-04	7	57213588	57668500	41	2.6929
TCGA-28-1747-01C-01D-0785-04	7	57711798	142152205	6845	0.4448
TCGA-28-1747-01C-01D-0785-04	7	142159154	142164247	2	-0.2492
TCGA-28-1747-01C-01D-0785-04	7	142167901	142171618	2	-1.2461
TCGA-28-1747-01C-01D-0785-04	7	142178220	158811268	1595	0.4388
TCGA-28-1747-01C-01D-0785-04	8	63810	39341524	3169	0.0122
TCGA-28-1747-01C-01D-0785-04	8	39356595	39561022	24	-0.2187
TCGA-28-1747-01C-01D-0785-04	8	39571962	69506490	1944	0.0153
TCGA-28-1747-01C-01D-0785-04	8	69512748	69601839	11	-0.7077
TCGA-28-1747-01C-01D-0785-04	8	69609240	70890705	109	-9e-04
TCGA-28-1747-01C-01D-0785-04	8	70897193	73924635	232	-0.6382
TCGA-28-1747-01C-01D-0785-04	8	73933463	108755031	2626	0.0134
TCGA-28-1747-01C-01D-0785-04	8	108780121	109272102	34	-0.5856
TCGA-28-1747-01C-01D-0785-04	8	109284360	109722278	30	-0.0937
TCGA-28-1747-01C-01D-0785-04	8	109737628	109780248	4	-0.6724
TCGA-28-1747-01C-01D-0785-04	8	109795861	109876274	13	-0.0043
TCGA-28-1747-01C-01D-0785-04	8	109887462	111198826	96	-0.6573
TCGA-28-1747-01C-01D-0785-04	8	111238147	146264846	2668	0.0031
TCGA-28-1747-01C-01D-0785-04	9	153131	21242517	1727	0.015
TCGA-28-1747-01C-01D-0785-04	9	21252184	21537336	50	-0.6751
TCGA-28-1747-01C-01D-0785-04	9	21548354	23816193	135	-2.0211
TCGA-28-1747-01C-01D-0785-04	9	23829468	27262953	163	-0.6653
TCGA-28-1747-01C-01D-0785-04	9	27269672	39062229	1002	0.009
TCGA-28-1747-01C-01D-0785-04	9	39131835	39141696	2	-1
TCGA-28-1747-01C-01D-0785-04	9	39146895	140241876	6324	8e-04
