barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-16-1055-01B-01D-0520-02	1	246659020	246750352	8	-0.0981
TCGA-16-1055-01B-01D-0520-02	1	246755225	246858820	16	0.3794
TCGA-16-1055-01B-01D-0520-02	1	246862029	247186514	42	-0.0212
TCGA-16-1055-01B-01D-0520-02	10	126361	27031822	4420	-0.6031
TCGA-16-1055-01B-01D-0520-02	10	27038538	27041812	3	0.1438
TCGA-16-1055-01B-01D-0520-02	10	27045226	38496865	1590	-0.5949
TCGA-16-1055-01B-01D-0520-02	10	38498576	39018805	29	-0.3876
TCGA-16-1055-01B-01D-0520-02	10	41940808	47025997	411	-0.0582
TCGA-16-1055-01B-01D-0520-02	10	47060942	47167144	17	0.3511
TCGA-16-1055-01B-01D-0520-02	10	47172534	51468904	352	-0.0533
TCGA-16-1055-01B-01D-0520-02	10	51485687	52872222	264	-0.6076
TCGA-16-1055-01B-01D-0520-02	10	52873705	52881487	3	-2.6851
TCGA-16-1055-01B-01D-0520-02	10	52888819	88905200	5468	-0.5964
TCGA-16-1055-01B-01D-0520-02	10	88917167	89178988	4	-0.0227
TCGA-16-1055-01B-01D-0520-02	10	89241227	135286023	7686	-0.6004
TCGA-16-1055-01B-01D-0520-02	11	190215	20799632	3761	-0.004
TCGA-16-1055-01B-01D-0520-02	11	20801973	20809631	3	-0.6534
TCGA-16-1055-01B-01D-0520-02	11	20817006	55118214	3951	-0.0019
TCGA-16-1055-01B-01D-0520-02	11	55124730	55197848	14	-0.4189
TCGA-16-1055-01B-01D-0520-02	11	55200744	89108951	5906	-0.005
TCGA-16-1055-01B-01D-0520-02	11	89295514	89344807	3	-0.6846
TCGA-16-1055-01B-01D-0520-02	11	89400624	106733851	2512	-0.0025
TCGA-16-1055-01B-01D-0520-02	11	106744337	106747920	4	0.6399
TCGA-16-1055-01B-01D-0520-02	11	106758170	134432265	4542	-0.0025
TCGA-16-1055-01B-01D-0520-02	12	59839	736988	141	-0.0036
TCGA-16-1055-01B-01D-0520-02	12	738240	743223	4	-0.7786
TCGA-16-1055-01B-01D-0520-02	12	745410	7242544	1342	-0.0118
TCGA-16-1055-01B-01D-0520-02	12	7245320	9523923	327	-0.5932
TCGA-16-1055-01B-01D-0520-02	12	9528590	9610054	11	0.8691
TCGA-16-1055-01B-01D-0520-02	12	9626736	10462211	173	-0.6046
TCGA-16-1055-01B-01D-0520-02	12	10464018	10484956	6	-1.8337
TCGA-16-1055-01B-01D-0520-02	12	10491341	30707979	3140	-0.5957
TCGA-16-1055-01B-01D-0520-02	12	30709782	98316278	9594	-0.0039
TCGA-16-1055-01B-01D-0520-02	12	98318378	98320165	3	-0.7184
TCGA-16-1055-01B-01D-0520-02	12	98327582	107517365	1720	0.0016
TCGA-16-1055-01B-01D-0520-02	12	107529927	107572160	11	0.3897
TCGA-16-1055-01B-01D-0520-02	12	107575090	119234085	2011	-0.002
TCGA-16-1055-01B-01D-0520-02	12	119235256	119276483	10	0.4046
TCGA-16-1055-01B-01D-0520-02	12	119279245	132289090	1910	-0.0125
TCGA-16-1055-01B-01D-0520-02	13	18065953	29621835	1735	-0.0207
TCGA-16-1055-01B-01D-0520-02	13	29645741	56650373	3778	-0.5947
TCGA-16-1055-01B-01D-0520-02	13	56658479	56673183	3	-7.095
TCGA-16-1055-01B-01D-0520-02	13	56691355	73500049	1413	-0.6076
TCGA-16-1055-01B-01D-0520-02	13	73508303	73716028	30	-0.0079
TCGA-16-1055-01B-01D-0520-02	13	73725731	73827742	9	-0.6218
TCGA-16-1055-01B-01D-0520-02	13	73840920	73876574	5	-0.0107
TCGA-16-1055-01B-01D-0520-02	13	73885240	73935860	8	-0.6456
TCGA-16-1055-01B-01D-0520-02	13	73958612	114114513	4903	-0.0042
TCGA-16-1055-01B-01D-0520-02	14	18149473	19437192	29	-0.2194
TCGA-16-1055-01B-01D-0520-02	14	19446048	21464924	409	0.0141
TCGA-16-1055-01B-01D-0520-02	14	21470699	22052799	158	0.2522
TCGA-16-1055-01B-01D-0520-02	14	22054604	106349756	12538	8e-04
TCGA-16-1055-01B-01D-0520-02	15	18362555	18657388	6	-0.0656
TCGA-16-1055-01B-01D-0520-02	15	18683110	19910867	70	-0.725
TCGA-16-1055-01B-01D-0520-02	15	19933992	20079935	16	-0.2784
TCGA-16-1055-01B-01D-0520-02	15	20249886	46051772	3817	0.0021
TCGA-16-1055-01B-01D-0520-02	15	46056901	46113718	7	0.3642
TCGA-16-1055-01B-01D-0520-02	15	46119649	74669752	5077	0.0053
TCGA-16-1055-01B-01D-0520-02	15	74671626	74680439	4	1.1492
TCGA-16-1055-01B-01D-0520-02	15	74696127	100282819	3673	-0.0052
TCGA-16-1055-01B-01D-0520-02	16	36766	2600740	463	-0.019
TCGA-16-1055-01B-01D-0520-02	16	2638581	2639798	3	-0.6482
TCGA-16-1055-01B-01D-0520-02	16	2660804	32748349	4278	-0.0125
TCGA-16-1055-01B-01D-0520-02	16	33278944	33320529	8	-0.4691
TCGA-16-1055-01B-01D-0520-02	16	33373002	68710277	3346	7e-04
TCGA-16-1055-01B-01D-0520-02	16	68726557	68751390	6	-0.4291
TCGA-16-1055-01B-01D-0520-02	16	68838368	75093957	1002	0.0026
TCGA-16-1055-01B-01D-0520-02	16	75097331	75100865	3	1.0727
TCGA-16-1055-01B-01D-0520-02	16	75102639	81752862	1133	-0.0079
TCGA-16-1055-01B-01D-0520-02	16	81755529	81765327	5	-0.9804
TCGA-16-1055-01B-01D-0520-02	16	81768830	88675835	1150	-0.013
TCGA-16-1055-01B-01D-0520-02	17	29169	41515622	7561	-0.0044
TCGA-16-1055-01B-01D-0520-02	17	41521544	41570512	12	0.4814
TCGA-16-1055-01B-01D-0520-02	17	41572001	56471985	2535	0.0045
TCGA-16-1055-01B-01D-0520-02	17	56473793	56480300	6	-0.9228
TCGA-16-1055-01B-01D-0520-02	17	56486075	78636731	3859	8e-04
TCGA-16-1055-01B-01D-0520-02	18	4316	76110964	10175	-0.0025
TCGA-16-1055-01B-01D-0520-02	19	210395	63787171	9885	0.1759
TCGA-16-1055-01B-01D-0520-02	2	20341	242501239	33962	0
TCGA-16-1055-01B-01D-0520-02	2	242505261	242666498	27	0.2335
TCGA-16-1055-01B-01D-0520-02	2	242677069	242717016	6	-0.2177
TCGA-16-1055-01B-01D-0520-02	20	18580	1506379	262	-0.0056
TCGA-16-1055-01B-01D-0520-02	20	1511632	1531162	9	0.7195
TCGA-16-1055-01B-01D-0520-02	20	1544485	14844891	2077	-0.001
TCGA-16-1055-01B-01D-0520-02	20	14848072	14851016	3	-0.6799
TCGA-16-1055-01B-01D-0520-02	20	14858957	62379059	7299	-0.0081
TCGA-16-1055-01B-01D-0520-02	21	9896630	13435755	27	-0.0191
TCGA-16-1055-01B-01D-0520-02	21	13562263	14294323	21	-0.3744
TCGA-16-1055-01B-01D-0520-02	21	14294338	24125636	1009	-0.6024
TCGA-16-1055-01B-01D-0520-02	21	24149441	46914686	3858	-0.0057
TCGA-16-1055-01B-01D-0520-02	22	14866086	21568861	1033	-0.0055
TCGA-16-1055-01B-01D-0520-02	22	21574577	21579649	3	0.6353
TCGA-16-1055-01B-01D-0520-02	22	21580865	22677959	170	-0.035
TCGA-16-1055-01B-01D-0520-02	22	22686690	22720195	12	-4.1468
TCGA-16-1055-01B-01D-0520-02	22	22736990	49565816	4942	-0.0057
TCGA-16-1055-01B-01D-0520-02	3	39066	53001678	8764	-0.005
TCGA-16-1055-01B-01D-0520-02	3	53003136	53009361	3	-0.8243
TCGA-16-1055-01B-01D-0520-02	3	53016261	63268613	2200	-0.0061
TCGA-16-1055-01B-01D-0520-02	3	63281087	74007239	1667	-0.5963
TCGA-16-1055-01B-01D-0520-02	3	74032881	129851489	6876	3e-04
TCGA-16-1055-01B-01D-0520-02	3	129858677	129883615	4	0.6048
TCGA-16-1055-01B-01D-0520-02	3	129903593	163987457	5127	8e-04
TCGA-16-1055-01B-01D-0520-02	3	163997228	164101776	8	0.581
TCGA-16-1055-01B-01D-0520-02	3	164112873	187890040	3625	0.0112
TCGA-16-1055-01B-01D-0520-02	3	187891716	187899237	3	-0.9575
TCGA-16-1055-01B-01D-0520-02	3	187905544	196822133	1436	0.0026
TCGA-16-1055-01B-01D-0520-02	3	196904349	196933317	8	-1.0289
TCGA-16-1055-01B-01D-0520-02	3	196940125	196961238	6	-0.4218
TCGA-16-1055-01B-01D-0520-02	3	196966631	199379566	434	-0.0063
TCGA-16-1055-01B-01D-0520-02	4	41413	191133609	24348	-0.002
TCGA-16-1055-01B-01D-0520-02	5	75149	32339429	3617	-0.0069
TCGA-16-1055-01B-01D-0520-02	5	32341348	32391781	10	0.3434
TCGA-16-1055-01B-01D-0520-02	5	32399999	180644810	19915	1e-04
TCGA-16-1055-01B-01D-0520-02	6	97634	240119	16	-0.0937
TCGA-16-1055-01B-01D-0520-02	6	241674	320890	29	-0.5821
TCGA-16-1055-01B-01D-0520-02	6	334423	32586131	5135	-0.003
TCGA-16-1055-01B-01D-0520-02	6	32593151	32631315	6	-2.2508
TCGA-16-1055-01B-01D-0520-02	6	32634977	32728487	15	-0.1295
TCGA-16-1055-01B-01D-0520-02	6	32732764	35862502	600	-0.014
TCGA-16-1055-01B-01D-0520-02	6	35864636	35873335	3	-0.6824
TCGA-16-1055-01B-01D-0520-02	6	35882448	54035000	3126	-7e-04
TCGA-16-1055-01B-01D-0520-02	6	54037199	54042734	3	-5.0476
TCGA-16-1055-01B-01D-0520-02	6	54045472	78983276	2787	-0.0054
TCGA-16-1055-01B-01D-0520-02	6	79024557	79091850	8	0.4636
TCGA-16-1055-01B-01D-0520-02	6	79101978	124469271	5636	0.0026
TCGA-16-1055-01B-01D-0520-02	6	124478061	124509956	10	0.5468
TCGA-16-1055-01B-01D-0520-02	6	124513895	165640218	6739	0.0021
TCGA-16-1055-01B-01D-0520-02	6	165645537	165657596	3	0.7947
TCGA-16-1055-01B-01D-0520-02	6	165664947	170762955	770	-0.0116
TCGA-16-1055-01B-01D-0520-02	7	140213	38259147	6018	0.7381
TCGA-16-1055-01B-01D-0520-02	7	38262701	38360187	28	0.9598
TCGA-16-1055-01B-01D-0520-02	7	38372692	54140676	2158	0.7249
TCGA-16-1055-01B-01D-0520-02	7	54192191	54422534	8	3.393
TCGA-16-1055-01B-01D-0520-02	7	54454459	54597919	12	4.1671
TCGA-16-1055-01B-01D-0520-02	7	54607324	54816762	21	4.625
TCGA-16-1055-01B-01D-0520-02	7	54839438	55271892	70	4.9774
TCGA-16-1055-01B-01D-0520-02	7	55282948	55315116	3	4.0337
TCGA-16-1055-01B-01D-0520-02	7	55349637	158811268	15874	0.7284
TCGA-16-1055-01B-01D-0520-02	8	166814	7226901	1220	-0.0201
TCGA-16-1055-01B-01D-0520-02	8	7256229	7789937	5	-0.5638
TCGA-16-1055-01B-01D-0520-02	8	8117271	25120552	2425	0.0031
TCGA-16-1055-01B-01D-0520-02	8	25124428	25129043	3	1.2973
TCGA-16-1055-01B-01D-0520-02	8	25130780	39345557	2030	-0.001
TCGA-16-1055-01B-01D-0520-02	8	39352361	39505256	29	0.8362
TCGA-16-1055-01B-01D-0520-02	8	39511632	146264846	13451	-0.0024
TCGA-16-1055-01B-01D-0520-02	9	153131	15801123	2091	0.0023
TCGA-16-1055-01B-01D-0520-02	9	15802255	15807123	3	0.7471
TCGA-16-1055-01B-01D-0520-02	9	15813356	18436209	383	-0.0065
TCGA-16-1055-01B-01D-0520-02	9	18456806	21106004	528	-0.5921
TCGA-16-1055-01B-01D-0520-02	9	21114816	23049932	233	-1.6923
TCGA-16-1055-01B-01D-0520-02	9	23071027	28264228	467	-0.6062
TCGA-16-1055-01B-01D-0520-02	9	28265489	128728203	10145	-0.0023
TCGA-16-1055-01B-01D-0520-02	9	128732915	129073783	81	-0.6058
TCGA-16-1055-01B-01D-0520-02	9	129076453	140145683	1945	-0.0164
TCGA-16-1055-01B-01D-0520-02	X	2719027	154582414	11337	0.0494
TCGA-16-1055-01B-01D-0520-02	Y	2710450	57440809	1360	-0.0556
