barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-41-3392-10A-01D-0914-02	15	19435500	20065525	32	0.4527
TCGA-41-3392-10A-01D-0914-02	15	20079935	100282819	12582	-0.0944
TCGA-41-3392-10A-01D-0914-02	16	36766	14687636	2379	-0.1134
TCGA-41-3392-10A-01D-0914-02	16	14956177	14997360	6	-1.0801
TCGA-41-3392-10A-01D-0914-02	16	15001337	32105104	2347	-0.1117
TCGA-41-3392-10A-01D-0914-02	16	32378126	33758082	33	0.1583
TCGA-41-3392-10A-01D-0914-02	16	33875313	54343465	1332	-0.0848
TCGA-41-3392-10A-01D-0914-02	16	54353978	54379834	6	-0.9537
TCGA-41-3392-10A-01D-0914-02	16	54399890	72933295	2633	-0.0858
TCGA-41-3392-10A-01D-0914-02	16	72955519	73030029	4	0.7001
TCGA-41-3392-10A-01D-0914-02	16	73043507	74095899	228	-0.1094
TCGA-41-3392-10A-01D-0914-02	16	74097511	74134999	11	-0.5122
TCGA-41-3392-10A-01D-0914-02	16	74141966	75093957	128	-0.0698
TCGA-41-3392-10A-01D-0914-02	16	75097331	75100865	3	-3.1385
TCGA-41-3392-10A-01D-0914-02	16	75102639	76925748	277	-0.0705
TCGA-41-3392-10A-01D-0914-02	16	76929598	76938723	7	1.0204
TCGA-41-3392-10A-01D-0914-02	16	76944661	88675835	2003	-0.12
TCGA-41-3392-10A-01D-0914-02	17	29169	41521544	7562	-0.1145
TCGA-41-3392-10A-01D-0914-02	17	41527705	41708551	42	-0.8435
TCGA-41-3392-10A-01D-0914-02	17	41983407	78636731	6369	-0.1042
TCGA-41-3392-10A-01D-0914-02	18	4316	76110964	10177	-0.0651
TCGA-41-3392-10A-01D-0914-02	19	210395	63787171	9885	-0.1243
TCGA-41-3392-10A-01D-0914-02	2	20341	89379689	12593	-0.0854
TCGA-41-3392-10A-01D-0914-02	2	89382979	89715767	12	0.396
TCGA-41-3392-10A-01D-0914-02	2	89716517	109462630	1901	-0.098
TCGA-41-3392-10A-01D-0914-02	2	109469383	109623344	5	0.5658
TCGA-41-3392-10A-01D-0914-02	2	109631698	242717016	19483	-0.0591
TCGA-41-3392-10A-01D-0914-02	20	18580	1506379	262	-0.1566
TCGA-41-3392-10A-01D-0914-02	20	1511632	1531162	9	-4.5616
TCGA-41-3392-10A-01D-0914-02	20	1544485	62379059	9379	-0.1074
TCGA-41-3392-10A-01D-0914-02	21	9896630	13379975	25	0.2029
TCGA-41-3392-10A-01D-0914-02	21	13435755	46914686	4889	-0.0831
TCGA-41-3392-10A-01D-0914-02	22	14866086	22677959	1206	-0.1182
TCGA-41-3392-10A-01D-0914-02	22	22686690	22720195	12	-4.7832
TCGA-41-3392-10A-01D-0914-02	22	22736990	49565816	4944	-0.1192
TCGA-41-3392-10A-01D-0914-02	3	39066	163987457	24642	-0.0652
TCGA-41-3392-10A-01D-0914-02	3	163997228	164101776	8	0.924
TCGA-41-3392-10A-01D-0914-02	3	164112873	194354505	4622	-0.0485
TCGA-41-3392-10A-01D-0914-02	3	194358882	194387852	3	1.3658
TCGA-41-3392-10A-01D-0914-02	3	194410481	196822133	439	-0.0938
TCGA-41-3392-10A-01D-0914-02	3	196904349	196961238	14	-0.5413
TCGA-41-3392-10A-01D-0914-02	3	196966631	199379566	435	-0.1149
TCGA-41-3392-10A-01D-0914-02	4	41413	68905670	7781	-0.0659
TCGA-41-3392-10A-01D-0914-02	4	69057735	69165814	14	0.6272
TCGA-41-3392-10A-01D-0914-02	4	69643272	191133609	16556	-0.0382
TCGA-41-3392-10A-01D-0914-02	5	75149	59519685	6917	-0.0595
TCGA-41-3392-10A-01D-0914-02	5	59525396	59531344	3	-1.0218
TCGA-41-3392-10A-01D-0914-02	5	59535295	68868713	1279	-0.0597
TCGA-41-3392-10A-01D-0914-02	5	68885350	70422297	8	-0.8342
TCGA-41-3392-10A-01D-0914-02	5	70622715	162647923	12733	-0.0585
TCGA-41-3392-10A-01D-0914-02	5	162664838	162723124	3	-0.9444
TCGA-41-3392-10A-01D-0914-02	5	162756889	180342860	2545	-0.111
TCGA-41-3392-10A-01D-0914-02	5	180351118	180358977	5	-6.4986
TCGA-41-3392-10A-01D-0914-02	5	180365950	180644810	50	-0.149
TCGA-41-3392-10A-01D-0914-02	6	97634	248239	20	-0.0747
TCGA-41-3392-10A-01D-0914-02	6	252939	278304	14	0.3924
TCGA-41-3392-10A-01D-0914-02	6	279694	32586131	5146	-0.0975
TCGA-41-3392-10A-01D-0914-02	6	32593151	32631315	6	-3.2764
TCGA-41-3392-10A-01D-0914-02	6	32634977	32728487	15	-0.5481
TCGA-41-3392-10A-01D-0914-02	6	32732764	54035000	3729	-0.0899
TCGA-41-3392-10A-01D-0914-02	6	54037199	54042734	3	-6.2893
TCGA-41-3392-10A-01D-0914-02	6	54045472	78983276	2787	-0.0217
TCGA-41-3392-10A-01D-0914-02	6	79024557	79091850	8	-1.0917
TCGA-41-3392-10A-01D-0914-02	6	79101978	170762955	13158	-0.0551
TCGA-41-3392-10A-01D-0914-02	7	140213	17537096	2560	-0.0526
TCGA-41-3392-10A-01D-0914-02	7	17550761	17618167	3	-0.8694
TCGA-41-3392-10A-01D-0914-02	7	17670083	141687978	18611	-0.0602
TCGA-41-3392-10A-01D-0914-02	7	141705163	141714168	4	0.926
TCGA-41-3392-10A-01D-0914-02	7	141720324	143501811	244	-0.065
TCGA-41-3392-10A-01D-0914-02	7	143582864	143584350	3	1.0265
TCGA-41-3392-10A-01D-0914-02	7	143705425	158811268	2769	-0.1016
TCGA-41-3392-10A-01D-0914-02	8	166814	39345557	5682	-0.0851
TCGA-41-3392-10A-01D-0914-02	8	39352361	39505256	29	0.8648
TCGA-41-3392-10A-01D-0914-02	8	39511632	146264846	13451	-0.0575
TCGA-41-3392-10A-01D-0914-02	9	153131	112057107	10956	-0.0733
TCGA-41-3392-10A-01D-0914-02	9	112060652	112069192	3	-1.7648
TCGA-41-3392-10A-01D-0914-02	9	112074405	140241876	4919	-0.1084
TCGA-41-3392-10A-01D-0914-02	X	2719027	154582414	11339	-0.2071
TCGA-41-3392-10A-01D-0914-02	Y	2710450	57440809	1360	-0.2161
